Outlet_ID,Year,Month,Distributor_ID,SKU_ID,Volume_Liters,Total_Bill_Value,rejection_reason
OUT_12941,2025,4,DIST_C_03,SKU_06,477.7527979083775,40131.24453109191,statistical_outlier_volume
OUT_03847,2025,12,DIST_W_03,SKU_06,504.8808867740991,42409.98845172222,statistical_outlier_volume
OUT_01737,2025,4,DIST_W_01,SKU_06,492.0843208586376,41335.11338367351,statistical_outlier_volume
OUT_09323,2023,7,DIST_C_03,SKU_06,590.106820052116,49568.95669997211,statistical_outlier_volume
OUT_14508,2024,8,DIST_NW_01,SKU_06,543.0797007377236,45618.659392661015,statistical_outlier_volume
OUT_12400,2025,5,DIST_C_03,SKU_06,662.9615606198798,55688.79710189764,statistical_outlier_volume
OUT_05133,2025,4,DIST_W_02,SKU_06,908.7395128358052,76334.13870198111,statistical_outlier_volume
OUT_04368,2025,9,DIST_W_03,SKU_06,614.352524194416,51605.6135335773,statistical_outlier_volume
OUT_07474,2024,3,DIST_W_01,SKU_06,594.3827649993929,49928.14967215402,statistical_outlier_volume
OUT_04260,2023,3,DIST_W_03,SKU_06,661.8746867533342,55597.44225135909,statistical_outlier_volume
OUT_17854,2024,1,DIST_S_02,SKU_06,1019.0379264105584,85599.1445867348,statistical_outlier_volume
OUT_14023,2025,9,DIST_NW_01,SKU_06,587.2200499610359,49326.524167885465,statistical_outlier_volume
OUT_13254,2024,8,DIST_NW_01,SKU_06,652.3710230822912,54799.15153374041,statistical_outlier_volume
OUT_14367,2023,7,DIST_NW_01,SKU_06,643.6445342765542,54066.112032597295,statistical_outlier_volume
OUT_09307,2024,12,DIST_C_02,SKU_06,439.2414575704069,36896.31902941103,statistical_outlier_volume
OUT_08402,2024,11,DIST_W_03,SKU_06,555.364309472608,46650.64203390645,statistical_outlier_volume
OUT_01879,2023,8,DIST_W_01,SKU_06,590.3837775170023,49592.28025904716,statistical_outlier_volume
OUT_01557,2024,3,DIST_W_03,SKU_06,552.9272714531522,46445.90059107005,statistical_outlier_volume
OUT_18912,2024,4,DIST_S_01,SKU_06,457.1090048481212,38397.16455368589,statistical_outlier_volume
OUT_05418,2025,12,DIST_W_01,SKU_06,444.9348820549202,37374.55011654424,statistical_outlier_volume
OUT_12642,2024,7,DIST_C_03,SKU_06,593.4910612504888,49853.23817348666,statistical_outlier_volume
OUT_01557,2023,3,DIST_W_03,SKU_06,613.557737456284,51538.80743665444,statistical_outlier_volume
OUT_09727,2023,7,DIST_C_02,SKU_06,645.6665545210013,54235.964389420566,statistical_outlier_volume
OUT_07215,2025,1,DIST_W_01,SKU_06,553.9408414422127,46531.01547911816,statistical_outlier_volume
OUT_11788,2024,1,DIST_C_01,SKU_06,685.4468043125906,57577.52439091427,statistical_outlier_volume
OUT_10660,2023,5,DIST_C_01,SKU_06,574.9197209221236,48293.26285524308,statistical_outlier_volume
OUT_04615,2025,4,DIST_W_02,SKU_06,456.62632992181295,38356.57834200238,statistical_outlier_volume
OUT_04514,2024,4,DIST_W_02,SKU_06,477.112036647345,40077.44270380424,statistical_outlier_volume
OUT_01879,2024,7,DIST_W_01,SKU_06,729.705792337222,61295.248949213,statistical_outlier_volume
OUT_13254,2024,9,DIST_NW_01,SKU_06,609.2550669741037,51177.42062502856,statistical_outlier_volume
OUT_13813,2025,11,DIST_NW_01,SKU_06,573.6937505323892,48190.26243997097,statistical_outlier_volume
OUT_19311,2025,8,DIST_S_01,SKU_06,692.946889440832,58207.57547452594,statistical_outlier_volume
OUT_14240,2024,4,DIST_NW_02,SKU_06,957.2388383614232,80408.01356391882,statistical_outlier_volume
OUT_09731,2023,1,DIST_C_01,SKU_06,502.3050296393705,42193.58458465777,statistical_outlier_volume
OUT_19595,2023,11,DIST_S_01,SKU_06,704.2854382631367,59159.95641960864,statistical_outlier_volume
OUT_09310,2025,6,DIST_C_01,SKU_06,504.88803223501975,42410.60125383,statistical_outlier_volume
OUT_18737,2024,2,DIST_S_02,SKU_06,948.6772734181172,79688.91997839393,statistical_outlier_volume
OUT_04609,2024,11,DIST_W_03,SKU_06,634.8639521565601,53328.52832307413,statistical_outlier_volume
OUT_08047,2024,9,DIST_W_03,SKU_06,698.4085769823328,58666.29962118216,statistical_outlier_volume
OUT_16492,2023,10,DIST_NW_02,SKU_06,586.7581584889717,49287.66682537463,statistical_outlier_volume
OUT_17910,2025,10,DIST_S_01,SKU_06,565.5372592135819,47505.14656898485,statistical_outlier_volume
OUT_03606,2024,4,DIST_W_01,SKU_06,486.2348466307853,40843.73696059588,statistical_outlier_volume
OUT_12026,2025,9,DIST_C_02,SKU_06,601.4613691870234,50522.76808631236,statistical_outlier_volume
OUT_12026,2025,12,DIST_C_02,SKU_06,800.6780617079421,67256.97676564656,statistical_outlier_volume
OUT_15356,2023,2,DIST_NW_01,SKU_06,665.4077044624225,55894.29270982352,statistical_outlier_volume
OUT_10683,2024,8,DIST_C_01,SKU_06,445.6924333278629,37438.13954649561,statistical_outlier_volume
OUT_00131,2024,4,DIST_W_01,SKU_06,472.35364106382576,39677.68168765592,statistical_outlier_volume
OUT_13599,2025,3,DIST_NW_02,SKU_06,548.6636872024735,46087.75380432684,statistical_outlier_volume
OUT_12159,2023,3,DIST_C_01,SKU_06,533.7588725422437,44835.75223788984,statistical_outlier_volume
OUT_19703,2025,12,DIST_S_01,SKU_06,440.5105177083265,37002.92252789578,statistical_outlier_volume
OUT_08484,2024,1,DIST_W_03,SKU_06,633.1083397413923,53181.0894825846,statistical_outlier_volume
OUT_18631,2023,2,DIST_S_02,SKU_06,466.583672906899,39193.00205727926,statistical_outlier_volume
OUT_19126,2024,3,DIST_S_01,SKU_06,518.6151937127247,43563.711822565696,statistical_outlier_volume
OUT_05387,2024,8,DIST_W_02,SKU_06,639.1772141543456,53690.86076468001,statistical_outlier_volume
OUT_08929,2024,4,DIST_W_01,SKU_06,991.0752642169516,83250.31454027032,statistical_outlier_volume
OUT_15145,2025,11,DIST_NW_01,SKU_06,605.435821384138,50856.57453125436,statistical_outlier_volume
OUT_09317,2023,8,DIST_C_01,SKU_06,447.9672092467112,37629.19774279102,statistical_outlier_volume
OUT_04640,2025,11,DIST_W_03,SKU_06,611.4378593641844,51360.82633785734,statistical_outlier_volume
OUT_10541,2023,4,DIST_C_01,SKU_06,436.3602493165535,36654.239007675125,statistical_outlier_volume
OUT_18167,2024,1,DIST_S_02,SKU_06,464.1438743597413,38988.12825495666,statistical_outlier_volume
OUT_10375,2023,12,DIST_C_03,SKU_06,469.5947233717203,39445.97649778268,statistical_outlier_volume
OUT_18234,2023,2,DIST_S_02,SKU_06,435.1016327365471,36548.52483985622,statistical_outlier_volume
OUT_13230,2025,11,DIST_NW_01,SKU_06,607.373312525361,51019.3763779225,statistical_outlier_volume
OUT_10963,2025,10,DIST_C_01,SKU_06,731.7628689378915,61468.04546750842,statistical_outlier_volume
OUT_16460,2024,6,DIST_NW_01,SKU_06,567.61557066598,47679.73802408149,statistical_outlier_volume
OUT_16639,2025,3,DIST_NW_01,SKU_06,585.2302289269539,49159.33475732704,statistical_outlier_volume
OUT_15232,2025,3,DIST_NW_01,SKU_06,556.8470269702995,46775.17707992181,statistical_outlier_volume
OUT_00853,2023,12,DIST_W_01,SKU_06,775.3945320961349,65133.13084407555,statistical_outlier_volume
OUT_15315,2025,9,DIST_NW_01,SKU_06,603.816134190278,50720.59782805782,statistical_outlier_volume
OUT_10504,2023,10,DIST_C_03,SKU_06,504.377879755148,42367.74124692616,statistical_outlier_volume
OUT_07002,2023,4,DIST_W_02,SKU_06,451.9396096510062,37962.931823209925,statistical_outlier_volume
OUT_01292,2023,4,DIST_W_02,SKU_06,452.6476949263628,38022.40805724068,statistical_outlier_volume
OUT_03840,2025,12,DIST_W_02,SKU_06,501.7588109260028,42147.73109460644,statistical_outlier_volume
OUT_17280,2025,9,DIST_S_02,SKU_06,570.0362601145755,47883.07940524683,statistical_outlier_volume
OUT_01061,2023,10,DIST_W_02,SKU_06,667.4237592977828,56063.62619507902,statistical_outlier_volume
OUT_09548,2023,4,DIST_C_03,SKU_06,531.8085965088053,44671.890047163615,statistical_outlier_volume
OUT_08452,2024,9,DIST_W_03,SKU_06,567.040105629566,47631.36704570381,statistical_outlier_volume
OUT_02962,2024,3,DIST_W_03,SKU_06,620.4682875728496,52119.3199174726,statistical_outlier_volume
OUT_06387,2023,10,DIST_W_01,SKU_06,603.0960090796262,50660.02469431095,statistical_outlier_volume
OUT_01903,2024,9,DIST_W_03,SKU_06,591.144305925922,49656.13760474554,statistical_outlier_volume
OUT_15583,2025,11,DIST_NW_01,SKU_06,527.2546872045847,44289.43445098097,statistical_outlier_volume
OUT_17687,2023,4,DIST_S_01,SKU_06,782.0233866329786,65690.00469582643,statistical_outlier_volume
OUT_09586,2024,5,DIST_C_03,SKU_06,497.5437313279914,41793.62561933567,statistical_outlier_volume
OUT_17178,2023,1,DIST_S_01,SKU_06,454.449683982735,38173.73161326032,statistical_outlier_volume
OUT_08032,2024,12,DIST_W_01,SKU_06,882.0507927635601,74092.29591858094,statistical_outlier_volume
OUT_14139,2023,10,DIST_NW_01,SKU_06,624.4020443889373,52449.81079368192,statistical_outlier_volume
OUT_14830,2025,10,DIST_NW_02,SKU_06,593.8233522186285,49881.14249888268,statistical_outlier_volume
OUT_05430,2024,11,DIST_W_03,SKU_06,618.5248686241732,51956.11713783199,statistical_outlier_volume
OUT_01841,2024,12,DIST_W_02,SKU_06,824.1035803645663,69224.66870237095,statistical_outlier_volume
OUT_06093,2024,6,DIST_W_02,SKU_06,444.6345068268422,37349.34842933852,statistical_outlier_volume
OUT_05230,2023,8,DIST_W_01,SKU_06,698.3126569482145,58658.2937001554,statistical_outlier_volume
OUT_12561,2024,1,DIST_C_02,SKU_06,528.9834874017147,44434.60383178952,statistical_outlier_volume
OUT_14436,2025,5,DIST_NW_02,SKU_06,570.2147797816373,47898.01156623062,statistical_outlier_volume
OUT_13237,2023,1,DIST_NW_01,SKU_06,556.7706629534524,46768.74626801953,statistical_outlier_volume
OUT_05156,2023,9,DIST_W_03,SKU_06,559.9401660419919,47034.97637963188,statistical_outlier_volume
OUT_17769,2024,3,DIST_S_02,SKU_06,479.3072036831333,40261.81671150591,statistical_outlier_volume
OUT_19187,2024,8,DIST_S_01,SKU_06,638.0634388843644,53597.29442157452,statistical_outlier_volume
OUT_04919,2025,8,DIST_W_02,SKU_06,597.531885337903,50192.67125212087,statistical_outlier_volume
OUT_16605,2025,7,DIST_NW_02,SKU_06,585.5087149354242,49182.71283314505,statistical_outlier_volume
OUT_11853,2023,2,DIST_C_01,SKU_06,587.7305125577863,49369.3318801797,statistical_outlier_volume
OUT_15906,2025,4,DIST_NW_01,SKU_06,732.3895404138582,61520.704969358594,statistical_outlier_volume
OUT_08175,2024,4,DIST_W_03,SKU_06,500.5569160546176,42046.73654375871,statistical_outlier_volume
OUT_00965,2024,8,DIST_W_01,SKU_06,655.8149395395203,55088.49681332193,statistical_outlier_volume
OUT_09214,2024,1,DIST_C_03,SKU_06,644.9891048477145,54179.10031468709,statistical_outlier_volume
OUT_12026,2023,1,DIST_C_02,SKU_06,488.2490180471005,41012.94970443156,statistical_outlier_volume
OUT_10828,2025,12,DIST_C_02,SKU_06,956.2572517177014,80325.5856270399,statistical_outlier_volume
OUT_03549,2023,10,DIST_W_02,SKU_06,652.824424218091,54837.26143752233,statistical_outlier_volume
OUT_07837,2025,10,DIST_W_01,SKU_06,538.6404903550439,45245.80070519004,statistical_outlier_volume
OUT_06083,2025,4,DIST_W_01,SKU_06,782.8087528699139,65755.93401041876,statistical_outlier_volume
OUT_01400,2023,4,DIST_W_01,SKU_06,463.3660452952856,38922.76908374568,statistical_outlier_volume
OUT_01316,2023,12,DIST_W_02,SKU_06,826.3228112610163,69411.15729920751,statistical_outlier_volume
OUT_13880,2025,11,DIST_NW_02,SKU_06,481.56138036835335,40451.15901305397,statistical_outlier_volume
OUT_05050,2025,12,DIST_W_01,SKU_06,771.2056396438854,64781.2463960517,statistical_outlier_volume
OUT_15853,2023,11,DIST_NW_01,SKU_06,559.0803200399249,46962.78563992015,statistical_outlier_volume
OUT_13403,2025,3,DIST_NW_02,SKU_06,582.9235170629923,48965.549659000666,statistical_outlier_volume
OUT_12205,2025,12,DIST_C_01,SKU_06,705.1350739114196,59231.30314790932,statistical_outlier_volume
OUT_04569,2024,3,DIST_W_01,SKU_06,633.7482959374929,53234.84975723431,statistical_outlier_volume
OUT_18844,2025,12,DIST_S_02,SKU_06,775.1643790739176,65113.76397207257,statistical_outlier_volume
OUT_18452,2024,2,DIST_S_02,SKU_06,989.0331268589766,83078.79195273528,statistical_outlier_volume
OUT_07144,2025,12,DIST_W_01,SKU_06,455.70357015248936,38279.10518105041,statistical_outlier_volume
OUT_03926,2023,4,DIST_W_02,SKU_06,457.47618288933865,38427.96729631345,statistical_outlier_volume
OUT_04128,2023,10,DIST_W_02,SKU_06,440.5586087012061,37006.92521384836,statistical_outlier_volume
OUT_15055,2025,8,DIST_NW_02,SKU_06,649.0430699069753,54519.58213052715,statistical_outlier_volume
OUT_17049,2023,2,DIST_S_01,SKU_06,915.7068977427742,76919.39041304511,statistical_outlier_volume
OUT_01901,2024,7,DIST_W_03,SKU_06,656.3007450619513,55129.26324682859,statistical_outlier_volume
OUT_12969,2023,11,DIST_C_02,SKU_06,661.8477235914719,55595.17073331466,statistical_outlier_volume
OUT_16707,2023,12,DIST_NW_01,SKU_06,440.1292207539972,36970.90379152914,statistical_outlier_volume
OUT_00815,2023,10,DIST_W_01,SKU_06,588.2852403012109,49415.96280480194,statistical_outlier_volume
OUT_07876,2023,1,DIST_W_02,SKU_06,596.8459477457021,50135.043869694215,statistical_outlier_volume
OUT_14274,2025,10,DIST_NW_01,SKU_06,595.4116912802793,50014.55892574662,statistical_outlier_volume
OUT_18125,2025,7,DIST_S_02,SKU_06,577.9646684821413,48548.99396011543,statistical_outlier_volume
OUT_15847,2025,12,DIST_NW_02,SKU_06,855.9356988183456,71898.55094626232,statistical_outlier_volume
OUT_00791,2024,2,DIST_W_03,SKU_06,674.05765595209,56620.87604979564,statistical_outlier_volume
OUT_17598,2024,9,DIST_S_02,SKU_06,643.2684455567359,54034.5549602718,statistical_outlier_volume
OUT_06327,2024,4,DIST_W_02,SKU_06,493.1929559601027,41428.25644657051,statistical_outlier_volume
OUT_00370,2023,12,DIST_W_03,SKU_06,466.0513985981985,39148.29790398432,statistical_outlier_volume
OUT_18903,2023,2,DIST_S_02,SKU_06,473.8586243816837,39804.1325198941,statistical_outlier_volume
OUT_17014,2025,4,DIST_S_02,SKU_06,901.4683163996078,75723.34502828335,statistical_outlier_volume
OUT_09390,2025,2,DIST_C_03,SKU_06,551.3065833117322,46309.78402378668,statistical_outlier_volume
OUT_02582,2025,1,DIST_W_01,SKU_06,558.2321635742762,46891.49471113635,statistical_outlier_volume
OUT_17187,2025,9,DIST_S_01,SKU_06,693.4562566491853,58250.35252838382,statistical_outlier_volume
OUT_10699,2024,10,DIST_C_03,SKU_06,578.4850762776726,48592.69873834057,statistical_outlier_volume
OUT_15596,2024,12,DIST_NW_01,SKU_06,501.9343599601524,42162.50534538194,statistical_outlier_volume
OUT_12624,2024,4,DIST_C_03,SKU_06,832.9280979296965,69965.9127709864,statistical_outlier_volume
OUT_12206,2025,2,DIST_C_02,SKU_06,691.8820571110558,58118.0446604341,statistical_outlier_volume
OUT_12159,2023,11,DIST_C_01,SKU_06,639.3070681742798,53701.822217353416,statistical_outlier_volume
OUT_14875,2023,6,DIST_NW_02,SKU_06,638.2471862530217,53612.74059321396,statistical_outlier_volume
OUT_07408,2023,7,DIST_W_01,SKU_06,626.2040055938332,52601.13647484191,statistical_outlier_volume
OUT_11003,2025,9,DIST_C_02,SKU_06,686.4470926903041,57661.557940954415,statistical_outlier_volume
OUT_06083,2025,2,DIST_W_01,SKU_06,628.7361254031176,52813.80261363482,statistical_outlier_volume
OUT_00349,2023,12,DIST_W_03,SKU_06,496.0633603698676,41669.365434455816,statistical_outlier_volume
OUT_04239,2024,1,DIST_W_01,SKU_06,532.3381844911764,44716.37945415431,statistical_outlier_volume
OUT_08938,2024,4,DIST_W_03,SKU_06,525.9549502548198,44180.20793763763,statistical_outlier_volume
OUT_12263,2025,10,DIST_C_02,SKU_06,576.0577338470421,48388.88948729028,statistical_outlier_volume
OUT_08614,2023,2,DIST_W_02,SKU_06,621.0550937425022,52168.64536176012,statistical_outlier_volume
OUT_11251,2023,5,DIST_C_03,SKU_06,609.7283179599251,51217.14416629773,statistical_outlier_volume
OUT_00376,2024,4,DIST_W_02,SKU_06,482.6373677755044,40541.58516176921,statistical_outlier_volume
OUT_05757,2023,7,DIST_W_03,SKU_06,644.459495468652,54134.60420421686,statistical_outlier_volume
OUT_03330,2025,9,DIST_W_02,SKU_06,650.5566633015085,54646.79239209577,statistical_outlier_volume
OUT_05333,2025,12,DIST_W_03,SKU_06,464.09862596139897,38984.23604533722,statistical_outlier_volume
OUT_13230,2023,6,DIST_NW_01,SKU_06,534.0510860306547,44860.26638050739,statistical_outlier_volume
OUT_13905,2025,5,DIST_NW_01,SKU_06,625.9363551972514,52578.70063357998,statistical_outlier_volume
OUT_08835,2023,9,DIST_W_01,SKU_06,556.1965943966622,46720.52865355988,statistical_outlier_volume
OUT_16437,2025,2,DIST_NW_02,SKU_06,720.2755039714764,60503.13378972168,statistical_outlier_volume
OUT_11465,2024,11,DIST_C_02,SKU_06,599.6483305963015,50370.46547371167,statistical_outlier_volume
OUT_15650,2025,5,DIST_NW_01,SKU_06,651.750841776585,54747.06323890793,statistical_outlier_volume
OUT_16827,2024,12,DIST_NW_01,SKU_06,683.4175343135809,57407.08199544918,statistical_outlier_volume
OUT_04409,2024,2,DIST_W_01,SKU_06,710.5474978403494,59686.03962708976,statistical_outlier_volume
OUT_03829,2024,8,DIST_W_02,SKU_06,606.3907112445112,50936.80313070708,statistical_outlier_volume
OUT_11232,2025,11,DIST_C_01,SKU_06,599.3338444584259,50344.06162560339,statistical_outlier_volume
OUT_14318,2024,4,DIST_NW_02,SKU_06,510.6157193518183,42891.67627038619,statistical_outlier_volume
OUT_18805,2024,4,DIST_S_02,SKU_06,886.043511990322,74427.65448661358,statistical_outlier_volume
OUT_06392,2025,3,DIST_W_03,SKU_06,480.0717417430204,40326.0532886965,statistical_outlier_volume
OUT_03413,2023,12,DIST_W_02,SKU_06,469.3008192466612,39421.30901260363,statistical_outlier_volume
OUT_03167,2025,9,DIST_W_03,SKU_06,654.7436373565663,54998.41561283669,statistical_outlier_volume
OUT_15511,2023,6,DIST_NW_02,SKU_06,611.7769209158307,51389.25734783517,statistical_outlier_volume
OUT_03959,2024,7,DIST_W_03,SKU_06,660.2147117280002,55458.040566660566,statistical_outlier_volume
OUT_12675,2024,3,DIST_C_02,SKU_06,578.0058403041745,48552.501292656416,statistical_outlier_volume
OUT_19774,2023,12,DIST_S_01,SKU_06,442.6820194643925,37185.28205151296,statistical_outlier_volume
OUT_05181,2025,7,DIST_W_01,SKU_06,655.3180211870205,55046.73121639656,statistical_outlier_volume
OUT_05201,2023,4,DIST_W_01,SKU_06,455.06526266108574,38225.48396318507,statistical_outlier_volume
OUT_11569,2025,12,DIST_C_01,SKU_06,454.6021483160862,38186.62042151045,statistical_outlier_volume
OUT_03739,2024,4,DIST_W_03,SKU_06,503.2726707648762,42274.9115977037,statistical_outlier_volume
OUT_03328,2024,12,DIST_W_03,SKU_06,437.4879997247474,36748.945266194,statistical_outlier_volume
OUT_13335,2023,7,DIST_NW_02,SKU_06,596.4795970246608,50104.30072302401,statistical_outlier_volume
OUT_12368,2023,10,DIST_C_01,SKU_06,511.7892247337732,42990.33774844131,statistical_outlier_volume
OUT_15802,2023,2,DIST_NW_01,SKU_06,680.2761841878726,57143.20464726772,statistical_outlier_volume
OUT_13530,2025,12,DIST_NW_02,SKU_06,493.3742173116914,41443.483793322885,statistical_outlier_volume
OUT_07519,2023,8,DIST_W_02,SKU_06,689.2550332326438,57897.40689139599,statistical_outlier_volume
OUT_12834,2024,3,DIST_C_03,SKU_06,638.5492199806591,53638.09266857224,statistical_outlier_volume
OUT_13035,2023,11,DIST_NW_02,SKU_06,601.9196728581009,50561.21867219432,statistical_outlier_volume
OUT_02576,2023,1,DIST_W_01,SKU_06,639.295466901092,53700.83857717747,statistical_outlier_volume
OUT_13140,2025,12,DIST_NW_01,SKU_06,783.9510641430463,65851.85888037946,statistical_outlier_volume
OUT_13753,2024,7,DIST_NW_02,SKU_06,562.9688827404365,47289.33988600433,statistical_outlier_volume
OUT_16605,2025,2,DIST_NW_02,SKU_06,686.2422908417795,57644.32669938606,statistical_outlier_volume
OUT_11143,2025,6,DIST_C_01,SKU_06,684.6702357248851,57512.26568888605,statistical_outlier_volume
OUT_12306,2024,12,DIST_C_02,SKU_06,940.4647268662786,78999.06732733965,statistical_outlier_volume
OUT_08660,2023,10,DIST_W_01,SKU_06,517.2814388441817,43451.65028611466,statistical_outlier_volume
OUT_15534,2024,3,DIST_NW_02,SKU_06,568.882281006402,47786.09067605682,statistical_outlier_volume
OUT_13908,2023,2,DIST_NW_01,SKU_06,661.8756402176807,55597.56900427104,statistical_outlier_volume
OUT_13648,2023,4,DIST_NW_01,SKU_06,934.413361044594,78490.67641035265,statistical_outlier_volume
OUT_09303,2023,7,DIST_C_01,SKU_06,556.2421252895485,46724.36736239279,statistical_outlier_volume
OUT_07080,2025,7,DIST_W_02,SKU_06,616.9945596984168,51827.51909186146,statistical_outlier_volume
OUT_09323,2024,1,DIST_C_03,SKU_06,613.8211058273424,51561.00993047449,statistical_outlier_volume
OUT_13613,2025,6,DIST_NW_01,SKU_06,448.11105112050194,37641.31573018794,statistical_outlier_volume
OUT_15294,2025,10,DIST_NW_02,SKU_06,566.5172524703615,47587.44315538379,statistical_outlier_volume
OUT_05854,2023,12,DIST_W_01,SKU_06,446.0658013396618,37469.478906009535,statistical_outlier_volume
OUT_10283,2024,8,DIST_C_01,SKU_06,435.559313115259,36587.00898400664,statistical_outlier_volume
OUT_13944,2023,12,DIST_NW_01,SKU_06,451.3615629791116,37914.40961250331,statistical_outlier_volume
OUT_05181,2023,3,DIST_W_01,SKU_06,560.2417027253283,47060.34733385826,statistical_outlier_volume
OUT_17698,2025,3,DIST_S_01,SKU_06,653.482384587104,54892.49635806082,statistical_outlier_volume
OUT_00791,2023,9,DIST_W_03,SKU_06,664.75885282681,55839.7571081164,statistical_outlier_volume
OUT_09933,2025,8,DIST_C_03,SKU_06,682.9257266804887,57365.71986310911,statistical_outlier_volume
OUT_07026,2023,8,DIST_W_02,SKU_06,662.9812762850513,55690.46760652483,statistical_outlier_volume
OUT_11204,2025,2,DIST_C_02,SKU_06,522.2554826189848,43869.44243604263,statistical_outlier_volume
OUT_03885,2023,9,DIST_W_02,SKU_06,594.2539674993872,49917.380583868704,statistical_outlier_volume
OUT_18768,2025,12,DIST_S_01,SKU_06,481.0423688748473,40407.586235769166,statistical_outlier_volume
OUT_04393,2024,12,DIST_W_01,SKU_06,936.1531703932142,78636.89015714175,statistical_outlier_volume
OUT_00345,2025,12,DIST_W_01,SKU_06,460.7817909256252,38705.694117292696,statistical_outlier_volume
OUT_16041,2024,10,DIST_NW_01,SKU_06,695.5200073018304,58423.71844116434,statistical_outlier_volume
OUT_11403,2024,3,DIST_C_02,SKU_06,583.6294946830244,49024.86146787031,statistical_outlier_volume
OUT_12277,2023,7,DIST_C_02,SKU_06,642.875485894301,54001.50873299525,statistical_outlier_volume
OUT_07720,2025,8,DIST_W_01,SKU_06,618.8427641404401,51982.74784511784,statistical_outlier_volume
OUT_11098,2025,4,DIST_C_01,SKU_06,436.57772074747817,36672.5260372224,statistical_outlier_volume
OUT_12258,2025,2,DIST_C_03,SKU_06,619.8814654535919,52070.014898470086,statistical_outlier_volume
OUT_11497,2024,8,DIST_C_01,SKU_06,980.2789508287595,82343.40096623688,statistical_outlier_volume
OUT_19258,2023,12,DIST_S_01,SKU_06,840.0467643755949,70563.95739226353,statistical_outlier_volume
OUT_18985,2024,4,DIST_S_02,SKU_06,802.9553660931368,67448.2718406851,statistical_outlier_volume
OUT_00128,2025,12,DIST_W_03,SKU_06,456.1123907846144,38313.48152017695,statistical_outlier_volume
OUT_06420,2024,9,DIST_W_03,SKU_06,573.258936430514,48153.79665551006,statistical_outlier_volume
OUT_03766,2023,4,DIST_W_01,SKU_06,903.035369892446,75854.96997254499,statistical_outlier_volume
OUT_09216,2023,2,DIST_C_01,SKU_06,634.0145474860977,53257.17401817184,statistical_outlier_volume
OUT_01760,2024,3,DIST_W_01,SKU_06,605.1049960023838,50828.77024761535,statistical_outlier_volume
OUT_17280,2025,7,DIST_S_02,SKU_06,622.9994225909412,52331.99090592851,statistical_outlier_volume
OUT_19275,2023,11,DIST_S_01,SKU_06,559.6642406920215,47011.79050620901,statistical_outlier_volume
OUT_02582,2023,9,DIST_W_01,SKU_06,576.9973679462387,48467.76426124328,statistical_outlier_volume
