Outlet_ID,mean_volume,max_volume,std_volume,total_volume,months_active,mean_bill,max_bill,cooler_count,outlet_size,outlet_type,distributor,latitude,longitude,peak_month_volume,consistency_score
OUT_00015,66.55832274563845,422.0678184679544,84.2693649744747,15774.322490716311,237,17030.721293793264,60257.01374659678,0,Small,Bakery,DIST_W_01,6.799421,80.013403,1067.3550112633227,0.4444444444444444
OUT_00016,59.031251376004775,347.5103330613392,76.18346000591299,14934.906598129208,253,16986.973605847114,57908.42956306884,1,Medium,Eatery,DIST_W_03,6.879233,79.834761,1542.6560141017449,0.4074074074074074
OUT_00017,62.74698587930197,399.6085111890753,76.48259440635903,15184.770582791076,242,17709.388777357457,64993.11259113311,5,Large,Eatery,DIST_W_03,6.747705,79.911245,1261.021376604317,0.46153846153846156
OUT_00018,65.99005531370491,432.153318040929,82.50314257594407,15111.722666838426,229,17221.541917962266,60674.80119179024,1,Small,Pharmacy,DIST_W_02,7.143606,79.941664,903.5763763172225,0.5862068965517241
OUT_00019,62.69960907372248,366.0868802153441,76.91305649676549,15800.301486578064,252,16647.13615776165,57479.583488488286,4,Extra Large,Grocery,DIST_W_01,7.060865,79.870795,1734.8324565662645,0.3076923076923077
OUT_00020,67.60766778645379,421.9707657592363,86.56914946090727,15820.194262030185,234,17859.25928034081,61257.16252951919,0,Small,SMMT,DIST_W_02,6.755445,79.931801,1951.8583779802939,0.30434782608695654
OUT_00021,63.53392362831251,357.8478523713863,78.85404852315428,13786.861427343814,217,17170.66136083283,58612.32381090584,0,Small,Kiosk,DIST_W_03,6.981638,80.008655,1513.3839725045946,0.43478260869565216
OUT_00022,61.05521421672348,427.4867949146745,77.28617439679935,16790.183909598956,275,17267.12805419998,64870.97249648664,0,Small,Bakery,DIST_W_01,6.801531,80.082856,1523.353372860469,0.39285714285714285
OUT_00023,65.13167500067397,433.9066974128591,83.7063610701109,16738.84047517321,257,16811.853482533617,61358.15831545262,0,Small,Eatery,DIST_W_03,7.012177,79.88869,1578.659998074239,0.25925925925925924
OUT_00024,62.752304489011216,408.34327450384274,76.77296534219529,14872.296163895659,237,16656.346690750073,68457.1028451775,5,Large, Eatery ,DIST_W_01,6.793285,80.067768,1857.5249828000656,0.3333333333333333
OUT_00025,61.80220352269863,431.3196350635937,78.85920146714496,17181.01257931022,278,16929.95006197486,66471.0322723129,0,Small,Grocery,DIST_W_03,6.859002,79.833016,1579.6234000170825,0.27586206896551724
OUT_00026,63.32340780369363,397.0854639827194,80.43025964351497,16147.468989941875,255,17394.22727907335,66200.69062946882,1,Medium,Grocery,DIST_W_01,6.876284,79.891434,1698.866763124994,0.4074074074074074
OUT_00027,63.60217531632719,426.3993743661898,78.62284833438655,15773.339478449143,248,16527.43013431082,61985.26101613539,1,small,Pharmacy,DIST_W_02,6.811054,79.83596,1316.898581154138,0.48148148148148145
OUT_00028,64.6116144560356,377.5970930125732,80.84754302429214,14473.001638151973,224,17342.84822214076,63029.90669684997,0,Small,Grocery,DIST_W_03,6.901918,79.819468,2087.7697735402207,0.28
OUT_00029,64.25967410511109,392.065144918133,77.50749450915183,13430.271887968216,209,16615.04304243553,62695.77043640332,3,small,SMMT,DIST_W_02,6.948624,79.890263,813.7273738036381,0.5555555555555556
OUT_00030,59.359532324058065,365.32022126477625,75.82242900848937,14424.36635474611,243,17073.64295827961,56926.85763422307,4,Extra Large,Grocery,DIST_W_01,79.923311,7.188307,1759.3636958659677,0.4482758620689655
OUT_00031,57.177385845265114,388.1992542804106,70.97218837208848,14237.169075471013,249,16091.744741993974,59702.83938778838,1,Small,Bakery,DIST_W_03,7.040353,79.95928,1327.4677080880886,0.4074074074074074
OUT_00032,65.90936055681192,432.1281085470773,82.8052499533396,17136.4337447711,260,17727.20150568517,66881.40569382659,5,Extra Large,SMMT,DIST_W_02,7.036068,80.028486,1754.481351922753,0.32142857142857145
OUT_00033,61.60231550939759,427.1996403733332,79.09675213541584,15277.374246330603,248,16740.413537189623,61823.62297540286,1,Small,Hotel,DIST_W_03,7.016153,79.990059,1569.6797351534765,0.4444444444444444
OUT_00034,63.78103202260831,417.8128900414302,82.17001774070937,15945.258005652076,250,16914.965497564564,60960.25643876882,5,Large,Grocery,DIST_W_03,6.775359,79.95246,1493.8661977680802,0.4444444444444444
OUT_00035,64.27473133045471,400.80351553339153,81.65229192840734,14654.638743343676,228,17345.668454774437,71283.31754665035,5,Large,Bakery,DIST_W_01,6.810121,80.013345,1806.537406630221,0.3333333333333333
OUT_00036,66.3044372929175,433.78651952467897,82.66461114441778,13791.322956926839,208,18150.225167038592,68924.97865031358,0,Small,Kiosk,DIST_W_03,7.170262,79.919272,1459.0224279930587,0.3333333333333333
OUT_00037,67.84882942595364,431.4901740794243,89.35941380057606,16080.172573951013,237,16858.934492827768,66442.2734582693,2,Large,Bakery,DIST_W_03,6.870533,79.834042,1497.652795860164,0.32
OUT_00038,65.40212067861603,428.1812369920091,80.73246194391835,15761.911083546463,241,17675.818727544127,69529.89154414716,2,Medium,Bakery,DIST_W_03,6.814275,79.852486,1906.646369055156,0.38461538461538464
OUT_00039,58.57908942865383,399.9709760737997,71.33504396076218,16460.724129451726,281,16651.146625939462,55651.659652886185,1,Medium,Eatery,DIST_W_01,7.198127,80.089626,1774.4794243054268,0.2413793103448276
OUT_00040,58.31199557188298,405.66160125325126,73.04945937051853,14986.182861973926,257,17045.99827532165,58355.80752388333,4,Large,SMMT,DIST_W_01,6.869515,79.904763,1845.004866029393,0.38461538461538464
OUT_00041,65.89067892638388,420.89695541943513,82.1820533010676,14100.605290246152,214,18713.08140076276,67425.62908339639,3,Large,Grocery,DIST_W_03,7.021016,79.825242,1435.60382401337,0.391304347826087
OUT_00042,59.37939424535479,415.3059458554108,74.13240128409595,15557.401292282955,262,16825.978766853717,61062.77497427808,2,Medium,Bakry,DIST_W_02,6.886141,80.08204,1635.4366326387926,0.37037037037037035
OUT_00043,63.36226536158432,430.0349431517877,80.07229984756641,14826.77009461073,234,17477.676394459057,62787.78194693138,0,Small,Eatery,DIST_W_01,6.942807,79.934527,813.8685359346312,0.5806451612903226
OUT_00044,60.71163582937793,398.4118179854335,76.30411387307795,15117.197321515105,249,16925.900827994705,67293.88719667152,1,Small,Grocery,DIST_W_01,6.946947,79.853647,1527.3496031417924,0.4074074074074074
OUT_00045,61.41558382663952,393.9986377173556,72.93749932164303,15231.064789006601,248,17332.85600238817,63659.82420369637,2,Medium,Grocery,DIST_W_03,6.97127,79.952644,1803.1148300338239,0.37037037037037035
OUT_00046,62.5855335138925,359.0569088246327,75.53463653047532,11891.251367639576,190,17059.10685267028,59932.6999515843,0,Small,Pharmacy,DIST_W_02,7.189446,79.946023,731.7894911290601,0.625
OUT_00047,61.29940021697927,405.00552508320624,76.53013537948027,16060.44285684857,262,17015.03747361518,57850.001995561535,0,Small,Grocery,DIST_W_03,6.988452,79.947755,1769.7964790574665,0.2962962962962963
OUT_00048,59.48893901494691,388.8823221595742,74.28865416070342,12730.632949198638,214,16275.618334941762,61390.31851291764,0,Small,Kiosk,DIST_W_01,6.712158,79.993642,868.5417491853351,0.5384615384615384
OUT_00049,66.70495188085418,429.3728795750104,82.59465695604035,16609.53301833269,249,17423.124160139818,56715.317933456005,3,small,Hotel,DIST_W_01,6.83978,80.065048,1744.9047149011196,0.23076923076923078
OUT_00050,61.20145414036589,433.0445416813316,76.21197703984684,15361.564989231838,251,17142.158173922788,66615.25673004285,2,Extra Large,Grocery,DIST_W_01,6.976382,79.971688,907.8008374893165,0.5483870967741935
OUT_00051,63.10347223881582,426.4244929499154,78.20343542052704,13819.660420300665,219,18417.308600368964,62919.39809171827,0,Small,SMMT,DIST_W_01,6.834237,79.945584,1941.9881238743708,0.2916666666666667
OUT_00052,63.58289852848092,433.7780948460034,80.72693397391846,14115.403473322764,222,17467.27671200124,61579.64499746249,1,Medium,Pharmacy,DIST_W_02,7.048015,79.971018,1717.430266286378,0.44
OUT_00053,61.17981337120683,398.4140699539433,77.95779600947151,15478.49278291533,253,17935.71467743969,62358.08308447326,2,small,SMMT,DIST_W_02,6.770042,79.955499,1786.6565960677292,0.37037037037037035
OUT_00054,66.33087667851586,433.0790352323293,84.36627736909598,17179.69705973561,259,17594.411897010476,68784.0084082195,1,Small,Grocery,DIST_W_02,7.051242,79.907847,1824.2278290257834,0.28
OUT_00055,62.77809847326899,424.2299903343416,79.86196328321294,15317.856027477634,244,17225.873313101005,61876.56459179057,0,Small,Eatery,DIST_W_01,7.133536,80.073972,1895.0050920684503,0.34615384615384615
OUT_00056,60.5239848224208,387.2063276839515,75.60247390563244,14223.136433268888,235,16723.712205485015,65696.55929853681,0,Small,Kiosk,DIST_W_02,7.024982,80.01059,1674.08876505664,0.4230769230769231
OUT_00057,61.67811400242237,381.8967774367701,75.95054658107145,14432.678676566835,234,16940.28373508715,59142.59899279645,4,Large,SMMT,DIST_W_02,6.887791,79.828195,717.0390383677613,0.5333333333333333
OUT_00058,64.40833398929037,408.1281509470117,82.9001166177827,16810.575171204786,261,17359.240145450985,63176.60960282447,1,Medium,Grocery,DIST_W_03,6.777521,80.094552,1886.1079957543332,0.3076923076923077
OUT_00059,65.8775600943078,431.7779923828425,86.25152344085384,16205.879783199718,246,16283.855179648359,69672.32713567979,2,Medium,Grocery,DIST_W_02,6.718674,80.04678,853.5319259498008,0.5806451612903226
OUT_00060,63.226863266798006,407.4642446408619,79.07836168284517,14226.04423502955,225,17038.420670762465,65797.88337299411,1,Medium,Grocery,DIST_W_02,7.113935,79.881463,1165.3651373436371,0.46153846153846156
OUT_00061,64.30910255255928,429.2099442027972,81.77841120500649,13890.766151352804,216,17525.938502482422,64847.10080590516,1,Small,Kiosk,DIST_W_01,6.905677,80.009854,967.7045681807404,0.5
OUT_00062,66.3595798256755,395.0492005127404,81.14483752990115,15196.34378007969,229,17355.237256982848,60212.890262244575,3,Extra Large,Pharmacy,DIST_W_01,6.720534,79.919646,894.8450403791902,0.5714285714285714
OUT_00063,62.93070071599128,398.1624521620949,81.3389685028389,15480.952376133855,246,17368.83919782334,70808.29618960468,0,Small,Hotel,DIST_W_03,6.792167,79.824262,708.1501569317426,0.5625
OUT_00064,57.471996143212806,396.19075579521495,70.32062035636925,13505.91909365501,235,16640.02003722255,61573.31017618057,1,Medium,Grocery,DIST_W_03,6.786647,79.846931,730.1808145660355,0.45161290322580644
OUT_00065,65.1506379342014,428.9698038464224,86.27816177351757,14789.194811063717,227,17358.37057739961,54031.038715177136,0,Small,Grocery,DIST_W_02,7.030099,79.88398,768.4230723660039,0.5333333333333333
OUT_00066,69.96850690829437,432.2094114673953,90.21607667935844,16512.567630357473,236,17647.234425218925,66918.22039245101,1,Medium,Hotel,DIST_W_01,7.00586,79.92588,890.0571617936661,0.5483870967741935
OUT_00067,56.83422636094173,396.1863787353591,69.60955853942734,13867.551232069782,244,16741.970099368413,61315.1708140721,1,Small,Grocery,DIST_W_02,6.87094,79.82754,784.0139615554021,0.59375
OUT_00068,63.77087103381536,433.243777354893,81.57243160642746,15687.63427431858,246,16978.483922708463,59611.41440915058,1,Small,Kiosk,DIST_W_03,6.787665,79.805148,1055.1362324460276,0.4838709677419355
OUT_00069,59.28273321844617,376.4820163027077,69.68024132590685,12449.373975873696,210,16906.383623813872,55417.797049253066,0,Small,Grocery,DIST_W_02,6.932337,79.994932,679.7065055418074,0.5555555555555556
OUT_00070,62.60195651709086,411.2509305572442,77.59953942157212,15087.071520618898,241,17584.379755722126,59777.23507377988,1,Medium,Kiosk,DIST_W_02,6.722652,79.912384,749.9640958971131,0.5161290322580645
OUT_00071,60.21306464911895,379.4422385717516,75.50885185989279,15595.183744121807,259,16837.329709892765,67404.96015133851,5,Small,Grocery,DIST_W_02,6.969689,80.005189,886.833613240553,0.5483870967741935
OUT_00072,59.45045312617478,344.5030884964368,71.09716275225101,16051.622344067191,270,16315.445608555989,64440.24837376038,5,Large,Bakery,DIST_W_03,7.100475,80.003151,660.3629644998109,0.625
OUT_00073,62.03030276241352,385.1216603446957,75.58328490394203,15941.787809940275,257,17245.119896292126,60844.06643400683,1,Small,Hotel,DIST_W_03,6.972808,80.082439,921.3514224529273,0.5
OUT_00074,66.69217984460968,416.6879817651147,83.74707682901021,17139.890220064688,257,17843.037818189398,66597.27482215242,5,Large,Eatery,DIST_W_03,6.803342,79.882188,917.8325440216738,0.625
OUT_00075,61.01833722710716,402.3535103824455,78.44936113514237,15010.510957868362,246,17221.08688735494,66301.62320266147,0,Small,Eatery,DIST_W_03,7.041503,79.821357,854.4466110110714,0.4838709677419355
OUT_00076,63.92240863847718,423.92157315424345,83.56425743059565,14893.921212765183,233,18304.101714593122,64658.51857294548,3,Large,Pharmacy,DIST_W_01,7.107234,79.884556,838.9713754701095,0.5517241379310345
OUT_00077,65.73632683432264,405.4015852997069,81.38008189889666,14987.882518225562,228,17141.97923013873,58409.74814608578,1,Medium,Bakery,DIST_W_02,7.138736,80.020521,829.441957154721,0.6428571428571429
OUT_00078,66.13775096767947,402.5179049715205,82.9250094117207,17394.2285044997,263,17365.629394530053,67754.72959156094,5,Extra Large,Eatery,DIST_W_01,6.911735,79.970556,901.5020522147815,0.6060606060606061
OUT_00079,58.72847861515107,424.49153733882304,73.2029986963116,14975.762046863523,255,16371.811552604537,57480.16945742415,5,Extra Large,Kiosk,DIST_W_03,6.886009,80.032924,925.4267594704253,0.48484848484848486
OUT_00080,63.305575705682145,417.70316445968376,80.85716313592928,16586.06083488872,262,17104.48014641551,61784.2559680389,2,Large,Grocery,DIST_W_03,6.914497,80.025261,754.5772079817494,0.5882352941176471
OUT_00081,69.1554033460327,426.30339971669525,88.18629647568217,15767.431962895454,228,17964.75447534679,55941.53559610492,0,Small,Grocery,DIST_W_01,6.952626,80.047937,897.3481022114333,0.5
OUT_00082,64.19378729093229,420.2486221571296,80.12053430194906,13801.664267550443,215,18189.256271001566,62123.24777225912,0,Small,Kiosk,DIST_W_02,6.705419,80.071615,908.3249074816822,0.5
OUT_00083,65.06919954342955,420.1918991043574,84.14420500990131,15811.815489053379,243,17085.523658201968,57257.488828564594,1,Small,Kiosk,DIST_W_01,6.986719,79.989551,825.1363533543673,0.5483870967741935
OUT_00084,64.87834143960794,389.0723358222151,81.8582904637331,15246.410238307864,235,17084.85353642628,60781.68633889558,0,Small,Kiosk,DIST_W_01,7.036259,80.025712,835.6658276348173,0.5666666666666667
OUT_00085,59.40304883036173,419.4878967826986,74.16976845416244,13781.507328643922,232,17120.553755885216,63580.35979468545,1,Medium,Hotel,DIST_W_03,7.165465,80.092274,921.2665946510347,0.4666666666666667
OUT_00086,60.600892901689114,424.1914956585132,76.31366585836933,15513.828582832413,256,16924.190373253463,58671.181190882446,1,Medium,Bakery,DIST_W_02,7.143852,79.905275,895.3955573494175,0.6
OUT_00087,59.50715667195048,348.656320124637,70.94340400181925,14936.296324659572,251,17554.771939597453,63303.02061859959,2,Extra Large,Grocery,DIST_W_02,7.118482,80.060061,733.133091562266,0.5
OUT_00088,60.44254337011741,336.9706912411981,71.94916537574152,15352.406016009823,254,16514.825970069764,58326.85555792134,1,Small,Eatery,DIST_W_02,6.898326,80.067569,693.0472597465555,0.5151515151515151
OUT_00089,62.92589122394191,419.4625857532876,78.66630346485127,13654.918395595394,217,17259.194174392116,69796.90043495597,0,Small,Bakery,DIST_W_02,6.990653,80.058942,852.8378107380541,0.5172413793103449
OUT_00090,64.77270436568577,432.5668800571272,86.11409934902147,16452.266908884187,254,16908.372487024044,66857.69110445108,4,Large,Bakry,DIST_W_02,0.0,0.0,740.5371123962847,0.625
OUT_00091,62.531272984251785,421.3661385698937,79.51529047785584,13131.567326692875,210,17393.55310140579,56339.29101345278,1,Medium,Hotel,DIST_W_02,6.888994,80.011525,810.7726278715317,0.5925925925925926
OUT_00092,58.331523305102486,349.4902817092305,69.53302052222227,14524.54930297052,249,17587.8994793527,65554.52660608756,4,Large,Pharmacy,DIST_W_02,6.946313,79.803406,689.0107167141862,0.5806451612903226
OUT_00093,63.956721362818705,429.1945722931894,77.94004693143833,15093.786241625214,236,18042.775026368974,66094.31077152511,0,Small,Hotel,DIST_W_02,7.111395,80.023263,909.0917230854185,0.5483870967741935
OUT_00094,57.52318882348598,348.14618413646485,69.932251828567,13978.134884107094,243,16860.228172592455,61384.64158721068,2,Medium,Grocery,DIST_W_03,6.887435,79.885714,656.1228339584242,0.5161290322580645
OUT_00095,61.803867898444345,336.4594080724576,73.96653514828463,14894.732163525086,241,17463.707732323746,62120.77527065038,1,Small,Grocery,DIST_W_01,7.18895,79.966802,689.0785535244562,0.6206896551724138
OUT_00096,63.50470921815808,410.6886056651129,78.51235883746958,13844.026609558461,218,17175.984000834313,66916.01761594908,3,Large,Hotel,DIST_W_03,7.196482,79.822139,927.2664755084289,0.48148148148148145
OUT_00097,63.49288418480923,411.7084742246471,83.08050104482307,15746.235277832688,248,16557.59487918339,53624.451856633896,1,Medium,Eatery,DIST_W_03,6.783108,79.865043,912.414292724515,0.5666666666666667
OUT_00098,62.39965380789797,424.3546990350126,78.04626784787617,16036.711028629778,257,17240.13255069203,64014.19004830606,0,Small,Pharmacy,DIST_W_03,6.892101,80.02113,907.8696233215585,0.5294117647058824
OUT_00099,59.124592537750694,434.2636141036598,76.60664812333663,13421.282506069407,227,17309.81146223287,64757.68271185186,1,Small,Pharmacy,DIST_W_03,6.927828,79.98604,919.0620582554357,0.5517241379310345
OUT_00100,60.63151343417011,402.8908381807864,75.72717187439889,13642.090522688275,225,16846.34438720539,63832.894585378046,0,Small,Eatery,DIST_W_02,6.814697,79.879781,764.3390020695904,0.5517241379310345
OUT_00101,63.62692215899235,413.31848617074536,81.00081295146533,16415.745917020027,258,17305.616231431486,67300.89507626639,5,Extra Large,Bakery,DIST_W_01,7.049081,79.960829,909.4936071371768,0.59375
OUT_00102,61.610780263448525,433.7601717046346,78.42411722276437,15402.695065862132,250,16395.406945259314,53641.31972783272,0,Small,Hotel,DIST_W_01,6.766593,79.82286,726.9591678396717,0.5806451612903226
OUT_00103,61.65293232614318,429.42170804479696,79.49718153387592,15228.274284557365,247,16877.977423224253,56942.63345266571,5,Large,Bakry,DIST_W_02,7.006708,79.925473,755.0643545715085,0.5806451612903226
OUT_00104,61.73072189693828,432.8761043499816,77.65214199613494,15062.29614285294,244,17451.68671214246,61527.54105592423,2,Large,Hotel,DIST_W_02,6.713183,79.912939,855.8864251595487,0.6129032258064516
OUT_00105,66.74879008895115,398.2168418116885,83.40791257117925,18956.65638526213,284,17104.259747235374,56554.9247930908,1,Small,Bakery,DIST_W_01,6.997065,79.914267,925.789729015886,0.6
OUT_00106,63.670901229873465,361.0540667767077,80.50991575463503,15408.358097629378,242,16841.850552082535,58140.636337916,2,Large,Hotel,DIST_W_02,6.731756,79.811047,761.024683208865,0.5806451612903226
OUT_00107,63.46531361154627,421.5237977009118,79.64117529856496,16247.120284555846,256,17652.700167499937,66343.98382514941,0,Small,Pharmacy,DIST_W_03,7.045857,79.960304,854.9283995119868,0.59375
OUT_00108,63.43315665021532,419.3993034331024,80.57471304556282,15414.257066002321,243,17411.95748306121,64228.336830394255,2,Extra Large,SMMT,DIST_W_01,7.084494,80.08343,911.3297899840865,0.6
OUT_00109,65.29937205171778,433.9855589813254,82.2987510110591,14888.256827791654,228,17847.474289966955,61811.78103680351,0,Small,Grocery,DIST_W_02,6.76458,80.086215,951.755139865072,0.4666666666666667
OUT_00110,61.90022989479676,360.0564501819559,75.66447324098249,14608.454255172035,236,17974.51548909117,63022.783832261135,1,Small,Eatery,DIST_W_01,6.879081,79.834067,752.5106344935165,0.5172413793103449
OUT_00111,68.30961057714329,417.4649632693348,88.53591813644128,17760.498750057253,260,17430.06238007782,69292.08380248016,0,Small,Bakery,DIST_W_02,6.960082,80.055654,931.6139903141019,0.6129032258064516
OUT_00112,62.55003982001816,344.3836157388785,76.35783904192222,16012.81019392465,256,17034.60179315299,57742.90887267049,3,Extra Large,Pharmacy,DIST_W_02,7.095909,79.976987,848.3844409963966,0.5625
OUT_00113,65.92026903240236,393.5647071145149,79.05121251514812,16743.7483342302,254,18133.126980213936,67561.81568476846,1,Small,Hotel,DIST_W_03,7.019681,80.041513,881.7376311757253,0.5483870967741935
OUT_00114,64.69675678999216,427.2627065429882,83.9889789579756,15656.615143178105,242,17526.671020933478,57351.72516095677,0,Small,Pharmacy,DIST_W_03,7.004044,79.990993,905.8820951466582,0.6129032258064516
OUT_00115,62.120136624136926,420.16356340357527,75.70949834841035,14225.511286927356,229,17412.284902300416,66048.8962080166,1,Small,Kiosk,DIST_W_03,6.973723,79.935273,785.7402270824175,0.6129032258064516
OUT_00116,66.22494285414922,418.8688610402807,84.83999095652668,15960.211227849963,241,17537.04529513729,59845.23575148795,0,Small,Bakery,DIST_W_03,7.048821,80.038942,967.4350885993184,0.5161290322580645
OUT_00117,67.31261898139803,432.7962871159685,86.476460145799,16895.467364330907,251,16947.202040374064,56668.85665534376,3,Large,Grocery,DIST_W_02,6.829122,79.937741,988.1129326632405,0.53125
OUT_00118,66.06609447449713,427.1596844732935,82.1378510426249,16450.457524149788,249,17238.696149556414,64003.24263511928,2,Medium,Hotel,DIST_W_02,6.804565,79.973895,819.4755790805108,0.5483870967741935
OUT_00119,62.56775500712954,390.5749687389102,79.3446078033979,15954.777526818034,255,16891.041020944685,55970.834550621024,0,Small,SMMT,DIST_W_03,6.992383,79.92009,910.1875867693469,0.5151515151515151
OUT_00120,61.28441238919354,428.5663752427667,77.97199385476218,16546.791345082256,270,17725.624922151503,61242.51706162629,4,Large,Bakery,DIST_W_01,7.033779,79.851696,857.0103747212905,0.5428571428571428
OUT_00121,64.96935850705326,414.9794636528238,78.4984447900839,14423.197588565823,222,17891.9047663696,65794.68181356223,1,Small,Eatery,DIST_W_02,6.839295,79.853103,831.4676522938154,0.5925925925925926
OUT_00122,64.80508246267848,426.4029891539016,83.78849568570894,14581.143554102659,225,17717.378100891856,68793.44877357039,1,Medium,Grocery,DIST_W_01,6.877996,80.068265,909.3554612820309,0.5517241379310345
OUT_00123,62.470085791821745,423.61861499168384,80.48691442812195,14680.47016107811,235,17124.684947597147,65316.90118061263,1,small,Bakery,DIST_W_01,6.719656,80.039823,865.159451986249,0.5161290322580645
OUT_00124,62.92509945443645,393.2586973226409,76.3019178103228,12773.795189250599,203,17085.796737771616,61906.77914040136,2,Medium,Pharmacy,DIST_W_01,6.778489,79.913186,698.8966641637888,0.5925925925925926
OUT_00125,61.14086727363118,421.5321028481791,78.395766010615,15101.7942165869,247,17184.396683564293,67923.74481537422,1,Small,Grocery,DIST_W_01,6.998639,80.095877,1184.6773705269795,0.5625
OUT_00126,60.25294527890519,359.366587760259,76.35465734366818,13858.177414148193,230,16690.075269676057,73541.08161338465,0,Small,Eatery,DIST_W_03,7.079978,79.95938,735.7679038791833,0.5714285714285714
OUT_00127,61.07655470152681,430.51604644838505,75.71975625886242,15330.21523008323,251,17027.539862926154,60111.3907587902,2,Medium,Bakery,DIST_W_02,6.826218,80.014005,846.9214141327074,0.5625
OUT_00128,63.93796931554251,393.3009458117484,79.53049383938516,17199.313745880936,269,16831.984970492078,65970.74701989391,4,Large,SMMT,DIST_W_03,6.715236,80.060164,875.4145509402696,0.5294117647058824
OUT_00129,66.7825562829405,408.07643669057023,83.65826956224277,15760.68328277396,236,17707.538518185203,57639.7673560175,1,Medium,Grocery,DIST_W_02,7.068703,79.854685,904.0884264013881,0.5517241379310345
OUT_00130,64.10944508762267,403.7811881373717,81.3198559245547,16091.47071699329,251,17389.76021008517,58946.78174607827,0,Small,Eatery,DIST_W_03,6.967668,79.869965,704.4393287515536,0.5806451612903226
OUT_00131,61.48472957214436,422.4117441191759,76.45265897273299,16969.785361911843,276,17333.570697965326,68837.1674777976,2,Medium,Eatery,DIST_W_01,7.094586,79.949533,805.5852362249011,0.5757575757575758
OUT_00132,63.033058530736845,411.9774228527233,79.35421537663217,17586.22333007558,279,17048.246385126262,62381.92839624681,2,Medium,Eatery,DIST_W_03,6.978871,79.975961,879.1745838717741,0.6176470588235294
OUT_00133,61.987592552002994,351.9996922235265,78.26282202958116,15558.88573055275,251,16973.328523476477,58758.1770060257,0,Small,Kiosk,DIST_W_03,7.022959,79.971233,702.2193619091963,0.6
OUT_00134,60.91602534188199,392.97877755299,76.40515024483534,14193.433904658505,233,17325.105023144668,67402.47275423673,2,Extra Large,Grocery,DIST_W_03,6.818613,79.830535,811.2814816677788,0.4482758620689655
OUT_00135,69.89628188318808,417.8194620045298,88.52570477342962,16495.52252443239,236,17088.19677831052,62371.92049430315,0,Small,Pharmacy,DIST_W_02,6.793284,79.885529,890.0703409517863,0.5666666666666667
