Outlet_ID,latitude,longitude,poi_score,poi_multiplier
OUT_00220,6.744706,79.925274,45.47670231482534,1.1137018137755939
OUT_00221,7.006706,79.85011,39.7283867690103,1.0993297535679534
OUT_00222,7.003868,79.953807,37.04925810006415,1.0926313393582214
OUT_00223,6.793219,80.033875,22.810243034842774,1.0570306524815505
OUT_00224,6.808162,79.955478,31.031474091783004,1.0775855483966312
OUT_00225,6.957624,79.947356,85.3040473536345,1.213278984904441
OUT_00226,7.011469,80.024361,27.319689301372506,1.0683052654928122
OUT_00227,6.745743,80.063238,49.190316642573364,1.1229866709273915
OUT_00228,7.177826,80.058638,31.792931740002814,1.0794893609271996
OUT_00229,6.743493,79.922536,46.7613966553134,1.1169138337600137
OUT_00230,6.966301,80.088637,38.93415877991789,1.0973440079374548
OUT_00231,6.730759,80.064872,43.84433910624945,1.1096205447277472
OUT_00232,6.873905,80.003405,90.05274186210384,1.2251517714345923
OUT_00233,6.96063,80.060448,37.30711653879077,1.0932760424850576
OUT_00234,7.118507,80.009241,34.77553081456592,1.086946518268898
OUT_00235,6.779303,80.064261,25.857289633941335,1.0646489428883137
OUT_00236,6.764435,79.900536,41.67356345784516,1.10419312550076
OUT_00237,6.978091,80.026991,85.61544724881712,1.2140575535140705
OUT_00238,7.190593,79.989544,20.729478992943616,1.0518282821785077
OUT_00239,7.089923,79.832094,39.364168877215036,1.0984191282851445
OUT_00240,6.870936,79.989787,83.54221358814098,1.208874010829564
OUT_00241,6.786877,80.031256,48.21375753058743,1.1205450571638604
OUT_00242,6.991085,79.903765,99.07857154005174,1.247718341853611
OUT_00243,7.186744,80.090663,47.44593170661346,1.1186253227854703
OUT_00244,6.732813,80.046454,31.10476100766333,1.0777687818950483
OUT_00245,6.700515,79.847681,20.463698495866023,1.0511637721536888
OUT_00246,6.925694,79.849087,47.84955687763176,1.1196344749819633
OUT_00247,7.119974,80.031847,32.84552444951943,1.0821210755007515
OUT_00248,6.775529,79.9297,48.999644571310085,1.1225099485786842
OUT_00249,7.18226,80.028028,48.90859931267758,1.1222823152958108
OUT_00250,7.14705,79.868986,45.5902836640208,1.1139857922691354
OUT_00251,6.981375,79.94146,85.88897784139172,1.2147414404917045
OUT_00252,80.032979,7.134312,31.552931858057757,1.0788893081420576
OUT_00253,7.01311,79.839373,45.534100145505704,1.1138453210468546
OUT_00254,6.792729,79.938629,29.50766015468833,1.0737756765351065
OUT_00255,6.82377,79.967524,25.084782400582775,1.0627175039510846
OUT_00256,6.834497,80.039268,36.70403787375051,1.0917682124407915
OUT_00257,6.736223,79.917748,48.08464322482343,1.1202222428435056
OUT_00258,7.047491,80.058037,40.88089390024919,1.1022112762936775
OUT_00259,7.074581,79.843777,37.10183510268095,1.0927627934931108
OUT_00260,7.009078,80.010739,22.915294813123054,1.0572933051613365
OUT_00261,6.736208,79.960273,38.45021680097509,1.0961340459576476
OUT_00262,6.878901,79.896628,99.80107700208526,1.249524765303739
OUT_00263,7.100293,79.860045,24.202520457095723,1.0605116539643111
OUT_00264,6.76211,80.068866,35.5498895709121,1.0888825864230938
OUT_00265,6.970648,80.012718,97.54746143855911,1.2438902279674138
OUT_00266,7.006129,79.94532,42.22305853262613,1.1055669847184058
OUT_00267,7.108649,79.935695,40.910472229858044,1.102285228659478
OUT_00268,6.740815,79.818106,41.07452251961328,1.1026953906665304
OUT_00269,7.007871,79.898705,30.784734536592655,1.0769686449377764
OUT_00270,6.916828,79.813098,28.8077553279348,1.0720257596717144
OUT_00271,7.198167,80.092438,44.28083466435541,1.1107118801618352
OUT_00272,6.736099,79.809196,44.30340184037542,1.110768303093021
OUT_00273,7.18039,79.924772,46.01216955740311,1.1150406003102247
OUT_00274,6.952422,79.96299,98.26481105112943,1.245683760653575
OUT_00275,7.062629,79.946001,35.34027196582814,1.0883584960496901
OUT_00276,7.027505,80.09764,35.04548884061599,1.0876214730400835
OUT_00277,7.011483,79.989468,43.948855369003255,1.1098818585002783
OUT_00278,7.154516,79.853905,39.498917923332954,1.0987560307026083
OUT_00279,7.127193,79.947683,41.059006317731104,1.1026565967301387
OUT_00280,6.957409,79.90777,95.91585338872201,1.239810846983431
OUT_00281,7.184706,79.87744,46.70016025452699,1.1167607292145192
OUT_00282,6.765437,80.090946,30.139854705546075,1.0753563027334168
OUT_00283,6.784879,79.955932,31.26748857919832,1.0781756368140074
OUT_00284,6.924717,79.976365,81.87963879681737,1.2047172061430147
OUT_00285,6.718336,80.020921,37.34840422988522,1.0933792708443073
OUT_00286,7.052693,79.933911,21.078268213902263,1.0527003323718975
OUT_00287,6.75596,79.880925,33.9679405439738,1.084927363979342
OUT_00288,6.719672,79.836633,36.2793390412273,1.0907063714297178
OUT_00289,6.953617,79.812472,28.596237563848533,1.071496918480551
OUT_00290,6.70247,80.085544,37.724997817070324,1.0943208381026976
OUT_00291,6.827112,79.956519,20.915007498171484,1.0522921444745343
OUT_00292,6.714987,79.892379,21.12044566247643,1.0528057853216322
OUT_00293,6.794175,80.019249,44.67801681978975,1.1117049233943799
OUT_00294,6.827653,79.99849,30.805719242337886,1.0770211113432837
OUT_00295,6.948587,79.985354,82.54121025303769,1.2063712811019611
OUT_00296,7.165474,80.006858,35.66729780164413,1.0891761329668603
OUT_00297,6.896932,79.99537,95.39987106197222,1.2385207770478088
OUT_00298,6.859056,80.059932,26.474630824905297,1.0661924324018026
OUT_00299,6.983508,80.021535,92.45780951638001,1.2311649724941394
OUT_00300,6.919086,80.070413,22.56042394981304,1.056406049517004
OUT_00301,7.108917,79.836063,21.55045163505823,1.0538808953566214
OUT_00302,7.015104,79.98295,35.94063894704444,1.0898595462846588
OUT_00303,6.924347,79.871263,90.81270243220213,1.2270518409387512
OUT_00304,7.001724,80.000464,39.1228970449462,1.0978158953428787
OUT_00305,6.971182,80.085444,41.78274001167985,1.1044660910317001
OUT_00306,6.754459,79.844698,49.275562383876036,1.1231998041342732
OUT_00307,7.082442,80.043896,35.48901044903586,1.0887303751538933
OUT_00308,7.111197,79.929259,29.688694188237378,1.0742283016579033
OUT_00309,7.163517,79.81808,43.85558584306111,1.109648664057194
OUT_00310,6.942936,79.877033,85.41664502524148,1.2135605039864532
OUT_00311,6.990466,79.826888,33.16914262116909,1.0829301925038397
OUT_00312,6.906775,79.836566,22.35369144026798,1.0558891725205382
OUT_00313,6.962582,80.012714,80.50701486830916,1.2012853427413386
OUT_00314,6.912264,79.826112,48.87945244033775,1.1222094416686075
OUT_00315,7.016576,80.085421,45.079403615366175,1.1127084791572113
OUT_00316,6.996769,80.038123,93.91948412187396,1.2348194822834344
OUT_00317,7.119931,80.070007,32.268588332428095,1.080678607608251
OUT_00318,7.065979,80.055352,25.19882960212537,1.0630026471785257
OUT_00319,7.01193,79.93553,24.69311128013258,1.0617382395248645
OUT_00320,7.131399,79.865022,27.50728694493786,1.0687743010923099
OUT_00321,7.003547,79.964009,36.476799941183614,1.0912000673516289
OUT_00322,6.948383,80.096336,41.437877681001865,1.1036038589325143
OUT_00323,6.921358,79.933737,93.20394753435463,1.2330304825608835
OUT_00324,7.109354,79.980966,28.398016908378285,1.0710013230018214
OUT_00325,6.73971,79.825697,48.64595841989582,1.1216256549761114
OUT_00326,6.813328,79.906499,42.13690750087305,1.1053515880851768
OUT_00327,7.100178,79.870114,36.63062157534202,1.0915846554574387
OUT_00328,6.966479,79.8973,92.23441492468704,1.2306064366071854
OUT_00329,7.03092,79.967335,32.5880018728337,1.0814772121032996
OUT_00330,6.981148,80.087288,27.431929685034724,1.0685858912759423
OUT_00331,6.785239,79.922843,30.679180359537845,1.0767047361499396
OUT_00332,6.850427,80.094371,42.735383313931074,1.106847909981484
OUT_00333,6.899658,79.845725,20.431804658892677,1.0510840305073612
OUT_00334,6.821828,80.001468,23.482179215207488,1.0587106415432026
OUT_00335,7.004243,79.952052,21.380079260652582,1.0534549267397004
OUT_00336,6.831556,79.908041,21.221864069569104,1.053059353769864
OUT_00337,6.852762,79.919094,97.10921168022014,1.2427945066447705
OUT_00338,6.780882,80.035883,41.109735781400715,1.1027834316090437
OUT_00339,6.804255,80.079179,34.22521487261976,1.0855706067017898
OUT_00340,7.037152,79.959744,22.935024819530042,1.0573426345409989
OUT_00341,6.85234,79.824276,34.74847625350497,1.0868788758826442
OUT_00342,6.87305,80.092683,34.20415312341697,1.0855179476705992
OUT_00343,7.131007,80.076827,25.196056097300456,1.062995712803053
OUT_00344,6.787419,79.95077,33.01554947713919,1.082546175673886
OUT_00345,6.760881,79.94347,31.955142031921206,1.0798949225327115
OUT_00346,7.182911,79.929749,38.47550294156649,1.0961972669016098
OUT_00347,6.838876,80.055435,39.052809526029314,1.0976406610444742
OUT_00348,6.776012,79.818405,21.359120293161336,1.0534025246855208
OUT_00349,7.197433,79.817334,31.238378438794136,1.078102855024767
OUT_00350,6.771125,79.836415,38.77579747142709,1.0969480696417835
OUT_00351,7.009026,79.989957,35.09408775740263,1.0877429810805723
OUT_00352,7.011948,79.958112,45.69469523564967,1.1142468442906996
OUT_00353,6.902399,79.996223,93.1738726323789,1.2329552886543402
OUT_00354,6.788444,79.916124,24.88803281244289,1.062225586466034
OUT_00355,6.90929,80.037101,81.4113749480086,1.2035464429560423
OUT_00356,7.009474,79.89705,39.27257834618947,1.0981901317006917
OUT_00357,6.732308,79.81279,20.795339316248654,1.0519929475529621
OUT_00358,6.949667,79.879806,91.71551162546926,1.2293090635943678
OUT_00359,6.821739,79.995513,48.20690724274873,1.1205279299291997
OUT_00360,6.896197,80.086867,37.26422533627637,1.0931688049926127
OUT_00361,7.171416,80.042665,31.645097786195656,1.079119743346551
OUT_00362,7.090585,80.04754,39.29864655327059,1.0982553079838462
OUT_00363,7.018335,79.98418,33.747586714745495,1.0843764306710688
OUT_00364,7.068717,79.953667,36.36850367947805,1.090929302745704
OUT_00365,7.058162,79.821625,48.24394426329576,1.1206205306719688
OUT_00366,6.893798,79.938584,87.72205275601549,1.219324533195665
OUT_00367,7.091921,79.906452,48.83571691471742,1.1221000931816607
OUT_00368,6.710472,79.824652,47.160519258681916,1.1179117285415585
OUT_00369,7.187995,80.000205,25.873734043678894,1.0646900575496339
OUT_00370,6.734627,80.087948,22.080839026254964,1.0552069811392997
OUT_00371,6.762617,79.942301,23.0233400413228,1.0575634421279763
OUT_00372,6.960384,79.98495,80.364436513031,1.2009288653193821
OUT_00373,6.812308,79.91165,22.83328882267785,1.0570882720481276
OUT_00374,6.781842,79.882137,40.490203202490704,1.101234463141025
OUT_00375,6.706357,80.097725,22.13565945380687,1.0553440443327005
OUT_00376,7.123257,80.075678,29.569268908812838,1.073929712046299
OUT_00377,7.189199,80.024458,45.34625932908364,1.1133756774614332
OUT_00378,6.86003,80.025956,80.46543871471651,1.2011813931620448
OUT_00379,6.782407,79.839519,44.43405447766807,1.1110949635824272
OUT_00380,6.952926,80.052211,28.455643243201997,1.0711454015839783
OUT_00381,6.95418,79.889265,82.36329655243313,1.205926457501643
OUT_00382,7.018146,80.028336,40.90211496092452,1.1022643336387843
OUT_00383,7.070856,80.064435,38.86828540339652,1.0971793099270724
OUT_00384,6.855464,80.022704,97.54944027054106,1.2438951754850227
OUT_00385,6.877692,80.035138,94.70142087607772,1.2367744971082844
OUT_00386,7.11634,79.803309,44.10442791154546,1.1102708242642922
OUT_00387,6.863466,79.844666,28.461037177139197,1.0711588876117866
OUT_00388,6.884155,79.934583,83.54879087559446,1.2088904555028828
OUT_00389,6.895763,79.923787,95.01229503281716,1.2375517512555294
OUT_00390,6.79066,79.916302,44.20504217801792,1.1105223821831234
OUT_00391,7.021163,79.819456,49.7151542600202,1.1242988810482628
OUT_00392,6.943299,79.979811,88.25235353822853,1.2206504024367288
OUT_00393,7.018245,79.8447,31.160542573783495,1.0779082481474427
OUT_00394,6.804921,80.047539,43.29238882225991,1.1082405469440666
OUT_00395,7.067753,79.870757,30.224106207590538,1.0755669501222591
OUT_00396,7.083294,80.020085,47.922719768106944,1.119817398389437
OUT_00397,7.018089,80.035695,45.75238255529035,1.114391075348387
OUT_00398,7.07361,80.021996,32.86982082125055,1.0821818218036576
OUT_00399,6.881118,79.900353,95.01742135582995,1.2375645681968397
OUT_00400,6.99324,80.009301,95.09085748169365,1.2377481747532155
OUT_00401,7.126364,79.867662,23.093716065077977,1.0577393977522844
OUT_00402,7.101322,79.937456,47.076587200386996,1.117701879832741
OUT_00403,6.724921,80.071174,35.15757117343571,1.0879017036611514
OUT_00404,6.72864,79.867567,44.79372398323225,1.111994216893701
OUT_00405,7.178307,79.820687,29.601488030918354,1.0740102669773997
OUT_00406,6.837806,80.036138,46.86569685488601,1.1171746073268054
OUT_00407,7.122395,79.880442,31.676050362024895,1.0791971316318414
OUT_00408,7.00985,79.968598,20.325129544408952,1.0508173191280368
OUT_00409,6.873672,80.06995,47.16145929257791,1.117914078834204
OUT_00410,6.763994,80.064641,22.738600303584008,1.0568515298083283
OUT_00411,7.06541,80.094389,29.579409127712445,1.0739550648362393
OUT_00412,6.982665,79.93918,99.0012393410161,1.247524994252619
